image,true,predicted
french_onion_soup/3581942,french_onion_soup,foie_gras
lobster_roll_sandwich/915248,lobster_roll_sandwich,foie_gras
churros/1572415,churros,foie_gras
garlic_bread/771610,garlic_bread,foie_gras
greek_salad/402562,greek_salad,foie_gras
pork_chop/929555,pork_chop,foie_gras
beef_tartare/1222472,beef_tartare,foie_gras
mussels/3761556,mussels,foie_gras
croque_madame/497428,croque_madame,foie_gras
breakfast_burrito/15854,breakfast_burrito,foie_gras
mussels/1034519,mussels,foie_gras
spaghetti_carbonara/2351252,spaghetti_carbonara,foie_gras
club_sandwich/3298554,club_sandwich,foie_gras
carrot_cake/1007814,carrot_cake,foie_gras
caesar_salad/2627557,caesar_salad,foie_gras
tacos/1557207,tacos,foie_gras
tiramisu/2097382,tiramisu,foie_gras
spaghetti_bolognese/1967738,spaghetti_bolognese,foie_gras
garlic_bread/737285,garlic_bread,foie_gras
mussels/374654,mussels,foie_gras
french_onion_soup/2591889,french_onion_soup,foie_gras
breakfast_burrito/273328,breakfast_burrito,foie_gras
mussels/2130675,mussels,foie_gras
huevos_rancheros/640647,huevos_rancheros,foie_gras
hummus/2475900,hummus,foie_gras
escargots/1444464,escargots,foie_gras
ice_cream/2052811,ice_cream,foie_gras
frozen_yogurt/3714136,frozen_yogurt,foie_gras
cheese_plate/3053511,cheese_plate,foie_gras
pancakes/967679,pancakes,foie_gras
caprese_salad/3122855,caprese_salad,foie_gras
crab_cakes/706444,crab_cakes,foie_gras
croque_madame/3227694,croque_madame,foie_gras
crab_cakes/1326535,crab_cakes,foie_gras
poutine/2035522,poutine,foie_gras
strawberry_shortcake/1631236,strawberry_shortcake,foie_gras
lasagna/2173466,lasagna,foie_gras
filet_mignon/506134,filet_mignon,foie_gras
pad_thai/2828616,pad_thai,foie_gras
tacos/904583,tacos,foie_gras
beef_carpaccio/3896605,beef_carpaccio,foie_gras
sashimi/852798,sashimi,foie_gras
escargots/327202,escargots,foie_gras
beet_salad/2489369,beet_salad,foie_gras
oysters/388884,oysters,foie_gras
creme_brulee/787469,creme_brulee,foie_gras
macaroni_and_cheese/304675,macaroni_and_cheese,foie_gras
breakfast_burrito/1324698,breakfast_burrito,foie_gras
hot_and_sour_soup/1327716,hot_and_sour_soup,foie_gras
gnocchi/2444987,gnocchi,foie_gras
garlic_bread/3547946,garlic_bread,foie_gras
poutine/1803037,poutine,foie_gras
club_sandwich/3900686,club_sandwich,foie_gras
scallops/3621722,scallops,foie_gras
pork_chop/245214,pork_chop,foie_gras
edamame/561133,edamame,foie_gras
edamame/2766678,edamame,foie_gras
caesar_salad/3897712,caesar_salad,foie_gras
falafel/2638437,falafel,foie_gras
cheese_plate/280900,cheese_plate,foie_gras
bread_pudding/2289864,bread_pudding,foie_gras
scallops/1244465,scallops,foie_gras
chicken_curry/2151015,chicken_curry,foie_gras
croque_madame/1465159,croque_madame,foie_gras
chicken_wings/1185396,chicken_wings,foie_gras
strawberry_shortcake/1722854,strawberry_shortcake,foie_gras
dumplings/2736144,dumplings,foie_gras
falafel/294461,falafel,foie_gras
mussels/2885443,mussels,foie_gras
poutine/1957430,poutine,foie_gras
chocolate_cake/881878,chocolate_cake,foie_gras
bibimbap/466209,bibimbap,foie_gras
baby_back_ribs/1022479,baby_back_ribs,foie_gras
beet_salad/3138089,beet_salad,foie_gras
caesar_salad/3244439,caesar_salad,foie_gras
mussels/141375,mussels,foie_gras
tiramisu/3290255,tiramisu,foie_gras
paella/1297738,paella,foie_gras
spring_rolls/2078556,spring_rolls,foie_gras
clam_chowder/2691757,clam_chowder,foie_gras
ramen/1252847,ramen,foie_gras
paella/631532,paella,foie_gras
fried_calamari/3492073,fried_calamari,foie_gras
omelette/1732647,omelette,foie_gras
oysters/3245460,oysters,foie_gras
ceviche/3829333,ceviche,foie_gras
paella/2221214,paella,foie_gras
hamburger/903277,hamburger,foie_gras
beet_salad/3482983,beet_salad,foie_gras
bibimbap/1667664,bibimbap,foie_gras
red_velvet_cake/541150,red_velvet_cake,foie_gras
risotto/1858193,risotto,foie_gras
club_sandwich/797815,club_sandwich,foie_gras
chicken_quesadilla/2151196,chicken_quesadilla,foie_gras
edamame/1358610,edamame,foie_gras
huevos_rancheros/478499,huevos_rancheros,foie_gras
escargots/1294149,escargots,foie_gras
hot_and_sour_soup/1083094,hot_and_sour_soup,foie_gras
pad_thai/124133,pad_thai,foie_gras
grilled_salmon/3031994,grilled_salmon,foie_gras
spaghetti_carbonara/10053,spaghetti_carbonara,foie_gras
falafel/3786829,falafel,foie_gras
ceviche/2330508,ceviche,foie_gras
prime_rib/520701,prime_rib,foie_gras
churros/2236356,churros,foie_gras
caprese_salad/1502492,caprese_salad,foie_gras
ceviche/108695,ceviche,foie_gras
gyoza/1719750,gyoza,foie_gras
edamame/2618999,edamame,foie_gras
fish_and_chips/463240,fish_and_chips,foie_gras
cannoli/976837,cannoli,foie_gras
scallops/709978,scallops,foie_gras
ceviche/2399499,ceviche,foie_gras
garlic_bread/2422497,garlic_bread,foie_gras
ceviche/3855514,ceviche,foie_gras
beet_salad/3181758,beet_salad,foie_gras
greek_salad/362753,greek_salad,foie_gras
grilled_salmon/2299173,grilled_salmon,foie_gras
lasagna/2720033,lasagna,foie_gras
chicken_wings/649842,chicken_wings,foie_gras
cheesecake/2439835,cheesecake,foie_gras
churros/2545695,churros,foie_gras
poutine/2624135,poutine,foie_gras
guacamole/3120789,guacamole,foie_gras
red_velvet_cake/3065313,red_velvet_cake,foie_gras
bibimbap/3799308,bibimbap,foie_gras
beignets/3291410,beignets,foie_gras
gyoza/3821055,gyoza,foie_gras
lobster_bisque/196433,lobster_bisque,foie_gras
cheesecake/3351068,cheesecake,foie_gras
hot_dog/70867,hot_dog,foie_gras
deviled_eggs/1440945,deviled_eggs,foie_gras
pad_thai/1099844,pad_thai,foie_gras
ice_cream/3336313,ice_cream,foie_gras
donuts/597737,donuts,foie_gras
donuts/719689,donuts,foie_gras
sashimi/574681,sashimi,foie_gras
guacamole/694024,guacamole,foie_gras
creme_brulee/3601430,creme_brulee,foie_gras
lasagna/2878260,lasagna,foie_gras
shrimp_and_grits/3916890,shrimp_and_grits,foie_gras
falafel/775856,falafel,foie_gras
caesar_salad/1700074,caesar_salad,foie_gras
garlic_bread/1060140,garlic_bread,foie_gras
hot_and_sour_soup/2278783,hot_and_sour_soup,foie_gras
omelette/2001472,omelette,foie_gras
beignets/2332041,beignets,foie_gras
hot_and_sour_soup/1000486,hot_and_sour_soup,foie_gras
garlic_bread/3347915,garlic_bread,foie_gras
club_sandwich/2643704,club_sandwich,foie_gras
eggs_benedict/1417189,eggs_benedict,foie_gras
chicken_curry/1820366,chicken_curry,foie_gras
deviled_eggs/1687596,deviled_eggs,foie_gras
filet_mignon/3421299,filet_mignon,foie_gras
lobster_bisque/649265,lobster_bisque,foie_gras
tacos/2375378,tacos,foie_gras
filet_mignon/992743,filet_mignon,foie_gras
garlic_bread/2079688,garlic_bread,foie_gras
tuna_tartare/1333722,tuna_tartare,foie_gras
lasagna/2920545,lasagna,foie_gras
clam_chowder/3033602,clam_chowder,foie_gras
caprese_salad/3017805,caprese_salad,foie_gras
creme_brulee/365631,creme_brulee,foie_gras
sushi/1318559,sushi,foie_gras
crab_cakes/303242,crab_cakes,foie_gras
miso_soup/2549907,miso_soup,foie_gras
club_sandwich/3582066,club_sandwich,foie_gras
nachos/1824367,nachos,foie_gras
creme_brulee/458365,creme_brulee,foie_gras
nachos/321540,nachos,foie_gras
pulled_pork_sandwich/1117788,pulled_pork_sandwich,foie_gras
crab_cakes/2126255,crab_cakes,foie_gras
hot_dog/3860703,hot_dog,foie_gras
pork_chop/2468744,pork_chop,foie_gras
chocolate_cake/346800,chocolate_cake,foie_gras
bibimbap/146890,bibimbap,foie_gras
hot_dog/595968,hot_dog,foie_gras
takoyaki/1396790,takoyaki,foie_gras
apple_pie/1893663,apple_pie,foie_gras
fish_and_chips/130589,fish_and_chips,foie_gras
miso_soup/1918547,miso_soup,foie_gras
hummus/104077,hummus,foie_gras
prime_rib/545595,prime_rib,foie_gras
scallops/2836611,scallops,foie_gras
nachos/3554143,nachos,foie_gras
ramen/766615,ramen,foie_gras
lasagna/1501581,lasagna,foie_gras
paella/375803,paella,foie_gras
caesar_salad/2018388,caesar_salad,foie_gras
red_velvet_cake/153479,red_velvet_cake,foie_gras
cheese_plate/2489389,cheese_plate,foie_gras
pancakes/3444343,pancakes,foie_gras
breakfast_burrito/1407388,breakfast_burrito,foie_gras
ravioli/277219,ravioli,foie_gras
falafel/2145586,falafel,foie_gras
spaghetti_carbonara/1798848,spaghetti_carbonara,foie_gras
edamame/2559115,edamame,foie_gras
scallops/1985170,scallops,foie_gras
donuts/2164787,donuts,foie_gras
garlic_bread/199764,garlic_bread,foie_gras
prime_rib/2302592,prime_rib,foie_gras
onion_rings/1834122,onion_rings,foie_gras
cheese_plate/2254054,cheese_plate,foie_gras
samosa/126682,samosa,foie_gras
apple_pie/3037459,apple_pie,foie_gras
scallops/2072007,scallops,foie_gras
lobster_roll_sandwich/73141,lobster_roll_sandwich,foie_gras
donuts/2649404,donuts,foie_gras
filet_mignon/1872052,filet_mignon,foie_gras
tiramisu/2377497,tiramisu,foie_gras
tacos/2018613,tacos,foie_gras
donuts/2375258,donuts,foie_gras
hummus/3408825,hummus,foie_gras
takoyaki/2955325,takoyaki,foie_gras
creme_brulee/3625124,creme_brulee,foie_gras
carrot_cake/3482533,carrot_cake,foie_gras
huevos_rancheros/3259928,huevos_rancheros,foie_gras
poutine/3190142,poutine,foie_gras
carrot_cake/664311,carrot_cake,foie_gras
donuts/771276,donuts,foie_gras
guacamole/3342403,guacamole,foie_gras
pork_chop/2275839,pork_chop,foie_gras
paella/672352,paella,foie_gras
prime_rib/549813,prime_rib,foie_gras
shrimp_and_grits/3664636,shrimp_and_grits,foie_gras
beignets/1036242,beignets,foie_gras
apple_pie/3809728,apple_pie,foie_gras
club_sandwich/869999,club_sandwich,foie_gras
pad_thai/2649391,pad_thai,foie_gras
pork_chop/1835240,pork_chop,foie_gras
churros/1840475,churros,foie_gras
cannoli/1981955,cannoli,foie_gras
grilled_salmon/3102148,grilled_salmon,foie_gras
huevos_rancheros/2235030,huevos_rancheros,foie_gras
tuna_tartare/2224497,tuna_tartare,foie_gras
poutine/2437595,poutine,foie_gras
fish_and_chips/3128454,fish_and_chips,foie_gras
greek_salad/3473146,greek_salad,foie_gras
baklava/3391092,baklava,foie_gras
beef_carpaccio/2250170,beef_carpaccio,foie_gras
fried_calamari/1463598,fried_calamari,foie_gras
grilled_cheese_sandwich/246706,grilled_cheese_sandwich,foie_gras
panna_cotta/981405,panna_cotta,foie_gras
baklava/295046,baklava,foie_gras
fried_calamari/2305239,fried_calamari,foie_gras
hot_dog/1143044,hot_dog,foie_gras
red_velvet_cake/716170,red_velvet_cake,foie_gras
eggs_benedict/836140,eggs_benedict,foie_gras
takoyaki/2056652,takoyaki,foie_gras
fried_calamari/645411,fried_calamari,foie_gras
miso_soup/2205966,miso_soup,foie_gras
fish_and_chips/2192937,fish_and_chips,foie_gras
tiramisu/3353571,tiramisu,foie_gras
grilled_salmon/2749008,grilled_salmon,foie_gras
churros/1630055,churros,foie_gras
pad_thai/1229768,pad_thai,foie_gras
french_onion_soup/3516597,french_onion_soup,foie_gras
cheesecake/293760,cheesecake,foie_gras
lasagna/806245,lasagna,foie_gras
panna_cotta/1336018,panna_cotta,foie_gras
churros/384446,churros,foie_gras
scallops/3641621,scallops,foie_gras
dumplings/901889,dumplings,foie_gras
hamburger/740621,hamburger,foie_gras
bibimbap/1298106,bibimbap,foie_gras
croque_madame/323129,croque_madame,foie_gras
mussels/3846921,mussels,foie_gras
shrimp_and_grits/383063,shrimp_and_grits,foie_gras
bruschetta/386632,bruschetta,foie_gras
cannoli/3686213,cannoli,foie_gras
carrot_cake/2804300,carrot_cake,foie_gras
cup_cakes/276625,cup_cakes,foie_gras
fish_and_chips/2160768,fish_and_chips,foie_gras
sashimi/2411858,sashimi,foie_gras
bibimbap/3115201,bibimbap,foie_gras
filet_mignon/3144085,filet_mignon,foie_gras
lobster_bisque/2815366,lobster_bisque,foie_gras
shrimp_and_grits/1051733,shrimp_and_grits,foie_gras
beignets/2537504,beignets,foie_gras
hamburger/1922963,hamburger,foie_gras
tacos/3063137,tacos,foie_gras
grilled_cheese_sandwich/3613572,grilled_cheese_sandwich,foie_gras
pancakes/3907226,pancakes,foie_gras
churros/712093,churros,foie_gras
oysters/1841303,oysters,foie_gras
samosa/1024186,samosa,foie_gras
ice_cream/1918103,ice_cream,foie_gras
clam_chowder/546816,clam_chowder,foie_gras
pork_chop/646761,pork_chop,foie_gras
apple_pie/3464305,apple_pie,foie_gras
onion_rings/2641263,onion_rings,foie_gras
beet_salad/826755,beet_salad,foie_gras
greek_salad/507742,greek_salad,foie_gras
tiramisu/3297941,tiramisu,foie_gras
fried_rice/983389,fried_rice,foie_gras
french_toast/253913,french_toast,foie_gras
gnocchi/2402288,gnocchi,foie_gras
peking_duck/3004476,peking_duck,foie_gras
eggs_benedict/1635909,eggs_benedict,foie_gras
chicken_wings/2166957,chicken_wings,foie_gras
crab_cakes/164354,crab_cakes,foie_gras
sashimi/2645223,sashimi,foie_gras
edamame/3181559,edamame,foie_gras
omelette/1792519,omelette,foie_gras
peking_duck/350704,peking_duck,foie_gras
lobster_roll_sandwich/706241,lobster_roll_sandwich,foie_gras
bruschetta/889257,bruschetta,foie_gras
chicken_curry/170086,chicken_curry,foie_gras
greek_salad/1238074,greek_salad,foie_gras
chocolate_mousse/681688,chocolate_mousse,foie_gras
bibimbap/216516,bibimbap,foie_gras
shrimp_and_grits/2540818,shrimp_and_grits,foie_gras
fried_calamari/1462214,fried_calamari,foie_gras
guacamole/2478269,guacamole,foie_gras
cup_cakes/224675,cup_cakes,foie_gras
strawberry_shortcake/1866686,strawberry_shortcake,foie_gras
baby_back_ribs/2275499,baby_back_ribs,foie_gras
cup_cakes/387433,cup_cakes,foie_gras
pork_chop/2591330,pork_chop,foie_gras
beef_carpaccio/2098481,beef_carpaccio,foie_gras
donuts/3410482,donuts,foie_gras
waffles/1043579,waffles,foie_gras
sashimi/1043094,sashimi,foie_gras
hot_and_sour_soup/3384988,hot_and_sour_soup,foie_gras
lobster_roll_sandwich/1589499,lobster_roll_sandwich,foie_gras
prime_rib/90923,prime_rib,foie_gras
miso_soup/846723,miso_soup,foie_gras
pancakes/3607557,pancakes,foie_gras
cup_cakes/985891,cup_cakes,foie_gras
beef_carpaccio/652322,beef_carpaccio,foie_gras
sushi/399473,sushi,foie_gras
huevos_rancheros/1920552,huevos_rancheros,foie_gras
samosa/642627,samosa,foie_gras
cheese_plate/842305,cheese_plate,foie_gras
chocolate_mousse/2235289,chocolate_mousse,foie_gras
cannoli/2644108,cannoli,foie_gras
apple_pie/2911777,apple_pie,foie_gras
apple_pie/3257241,apple_pie,foie_gras
deviled_eggs/1128157,deviled_eggs,foie_gras
beef_carpaccio/3173456,beef_carpaccio,foie_gras
onion_rings/3090546,onion_rings,foie_gras
sashimi/392169,sashimi,foie_gras
bibimbap/1733198,bibimbap,foie_gras
steak/1194662,steak,foie_gras
macarons/1027142,macarons,foie_gras
hot_and_sour_soup/1281127,hot_and_sour_soup,foie_gras
spaghetti_carbonara/1894311,spaghetti_carbonara,foie_gras
deviled_eggs/2884462,deviled_eggs,foie_gras
beet_salad/2975639,beet_salad,foie_gras
carrot_cake/2866508,carrot_cake,foie_gras
spring_rolls/535392,spring_rolls,foie_gras
chicken_wings/2595045,chicken_wings,foie_gras
macaroni_and_cheese/270201,macaroni_and_cheese,foie_gras
grilled_salmon/2632258,grilled_salmon,foie_gras
cheese_plate/122437,cheese_plate,foie_gras
hummus/3624888,hummus,foie_gras
omelette/2967192,omelette,foie_gras
omelette/3420311,omelette,foie_gras
escargots/2954916,escargots,foie_gras
poutine/3908114,poutine,foie_gras
breakfast_burrito/508606,breakfast_burrito,foie_gras
fried_rice/611805,fried_rice,foie_gras
hot_dog/619671,hot_dog,foie_gras
eggs_benedict/1904619,eggs_benedict,foie_gras
beef_carpaccio/2960202,beef_carpaccio,foie_gras
greek_salad/3375207,greek_salad,foie_gras
ceviche/152909,ceviche,foie_gras
caesar_salad/2967012,caesar_salad,foie_gras
bread_pudding/3385009,bread_pudding,foie_gras
onion_rings/567852,onion_rings,foie_gras
baby_back_ribs/1678943,baby_back_ribs,foie_gras
lobster_bisque/2354279,lobster_bisque,foie_gras
spaghetti_bolognese/3345027,spaghetti_bolognese,foie_gras
beignets/3429196,beignets,foie_gras
grilled_cheese_sandwich/655753,grilled_cheese_sandwich,foie_gras
risotto/2371668,risotto,foie_gras
miso_soup/3409086,miso_soup,foie_gras
cheese_plate/2975677,cheese_plate,foie_gras
clam_chowder/255061,clam_chowder,foie_gras
chocolate_mousse/1304612,chocolate_mousse,foie_gras
fish_and_chips/3394055,fish_and_chips,foie_gras
fish_and_chips/424363,fish_and_chips,foie_gras
ramen/3180843,ramen,foie_gras
strawberry_shortcake/510744,strawberry_shortcake,foie_gras
falafel/1979709,falafel,foie_gras
chocolate_cake/3688150,chocolate_cake,foie_gras
donuts/3507649,donuts,foie_gras
bread_pudding/3436230,bread_pudding,foie_gras
greek_salad/3604854,greek_salad,foie_gras
pad_thai/1948269,pad_thai,foie_gras
cheese_plate/1580287,cheese_plate,foie_gras
donuts/3049824,donuts,foie_gras
macarons/1060159,macarons,foie_gras
grilled_cheese_sandwich/1175292,grilled_cheese_sandwich,foie_gras
paella/1465685,paella,foie_gras
mussels/183864,mussels,foie_gras
hamburger/2906568,hamburger,foie_gras
apple_pie/3217751,apple_pie,foie_gras
lobster_roll_sandwich/146503,lobster_roll_sandwich,foie_gras
pulled_pork_sandwich/645650,pulled_pork_sandwich,foie_gras
pulled_pork_sandwich/2467092,pulled_pork_sandwich,foie_gras
donuts/2732010,donuts,foie_gras
risotto/2010704,risotto,foie_gras
chocolate_mousse/198372,chocolate_mousse,foie_gras
deviled_eggs/581266,deviled_eggs,foie_gras
deviled_eggs/2262693,deviled_eggs,foie_gras
deviled_eggs/2995471,deviled_eggs,foie_gras
waffles/41942,waffles,foie_gras
greek_salad/169984,greek_salad,foie_gras
eggs_benedict/1285393,eggs_benedict,foie_gras
mussels/467002,mussels,foie_gras
ramen/362163,ramen,foie_gras
pancakes/2125146,pancakes,foie_gras
falafel/2705875,falafel,foie_gras
risotto/438049,risotto,foie_gras
hot_dog/574379,hot_dog,foie_gras
cheese_plate/2967561,cheese_plate,foie_gras
miso_soup/2653411,miso_soup,foie_gras
pancakes/2563821,pancakes,foie_gras
pork_chop/3661948,pork_chop,foie_gras
lobster_bisque/825585,lobster_bisque,foie_gras
falafel/326682,falafel,foie_gras
dumplings/1586609,dumplings,foie_gras
deviled_eggs/1441897,deviled_eggs,foie_gras
gnocchi/60983,gnocchi,foie_gras
cheesecake/3586863,cheesecake,foie_gras
filet_mignon/2867847,filet_mignon,foie_gras
pancakes/1724416,pancakes,foie_gras
shrimp_and_grits/386767,shrimp_and_grits,foie_gras
donuts/1006079,donuts,foie_gras
greek_salad/359977,greek_salad,foie_gras
breakfast_burrito/995083,breakfast_burrito,foie_gras
beef_tartare/548256,beef_tartare,foie_gras
apple_pie/440497,apple_pie,foie_gras
escargots/3449304,escargots,foie_gras
baby_back_ribs/1074480,baby_back_ribs,foie_gras
poutine/2051644,poutine,foie_gras
chicken_curry/2031782,chicken_curry,foie_gras
grilled_salmon/3581510,grilled_salmon,foie_gras
onion_rings/2813380,onion_rings,foie_gras
scallops/751617,scallops,foie_gras
red_velvet_cake/3093897,red_velvet_cake,foie_gras
gyoza/3371369,gyoza,foie_gras
bibimbap/1809239,bibimbap,foie_gras
filet_mignon/2801922,filet_mignon,foie_gras
guacamole/1694494,guacamole,foie_gras
ramen/394155,ramen,foie_gras
macaroni_and_cheese/992927,macaroni_and_cheese,foie_gras
macarons/1519423,macarons,foie_gras
cup_cakes/97713,cup_cakes,foie_gras
greek_salad/1976489,greek_salad,foie_gras
pad_thai/1588419,pad_thai,foie_gras
mussels/3236371,mussels,foie_gras
ravioli/342673,ravioli,foie_gras
oysters/1102160,oysters,foie_gras
waffles/899285,waffles,foie_gras
croque_madame/657639,croque_madame,foie_gras
breakfast_burrito/2021140,breakfast_burrito,foie_gras
beef_tartare/2231680,beef_tartare,foie_gras
seaweed_salad/965692,seaweed_salad,foie_gras
shrimp_and_grits/3255245,shrimp_and_grits,foie_gras
steak/2193535,steak,foie_gras
tacos/5813,tacos,foie_gras
onion_rings/1134746,onion_rings,foie_gras
huevos_rancheros/473481,huevos_rancheros,foie_gras
caprese_salad/3234819,caprese_salad,foie_gras
sashimi/3170341,sashimi,foie_gras
pancakes/1221265,pancakes,foie_gras
falafel/2268367,falafel,foie_gras
churros/3882570,churros,foie_gras
pancakes/2163581,pancakes,foie_gras
mussels/3491914,mussels,foie_gras
ravioli/3222548,ravioli,foie_gras
poutine/1222532,poutine,foie_gras
pulled_pork_sandwich/2902609,pulled_pork_sandwich,foie_gras
grilled_salmon/333317,grilled_salmon,foie_gras
guacamole/1218686,guacamole,foie_gras
croque_madame/3079934,croque_madame,foie_gras
pork_chop/3815873,pork_chop,foie_gras
spaghetti_carbonara/3783594,spaghetti_carbonara,foie_gras
spaghetti_carbonara/3088039,spaghetti_carbonara,foie_gras
sushi/3195954,sushi,foie_gras
greek_salad/785556,greek_salad,foie_gras
samosa/1201331,samosa,foie_gras
dumplings/229306,dumplings,foie_gras
pulled_pork_sandwich/2398195,pulled_pork_sandwich,foie_gras
huevos_rancheros/2220441,huevos_rancheros,foie_gras
creme_brulee/3011870,creme_brulee,foie_gras
onion_rings/1945852,onion_rings,foie_gras
greek_salad/2281726,greek_salad,foie_gras
edamame/2866674,edamame,foie_gras
sushi/1541594,sushi,foie_gras
fried_rice/1267123,fried_rice,foie_gras
miso_soup/3661383,miso_soup,foie_gras
beignets/947663,beignets,foie_gras
pancakes/1008491,pancakes,foie_gras
pulled_pork_sandwich/3552437,pulled_pork_sandwich,foie_gras
dumplings/3279575,dumplings,foie_gras
garlic_bread/641430,garlic_bread,foie_gras
filet_mignon/220784,filet_mignon,foie_gras
waffles/3192145,waffles,foie_gras
french_toast/100864,french_toast,foie_gras
gnocchi/1640885,gnocchi,foie_gras
paella/2336457,paella,foie_gras
